Date,Open,High,Low,Close,Volume,Adj Close
2008-07-17,174.1,174.98,171.39,171.81,189381500,23.46
2008-07-18,168.52,169.65,165.0,165.15,217103600,22.55
2008-07-21,166.9,167.5,161.12,166.29,340117400,22.71
2008-07-22,149.0,162.76,146.53,162.02,469898100,22.12
2008-07-23,164.99,168.37,161.56,166.26,265442100,22.7
2008-07-24,164.32,165.26,158.45,159.03,209904800,21.71
2008-07-25,160.4,163.0,158.65,162.12,158409300,22.14
2008-07-28,162.34,162.47,154.02,154.4,195178200,21.08
2008-07-29,155.41,159.45,153.65,157.08,171017700,21.45
2008-07-30,157.78,160.49,156.08,159.88,181295800,21.83
2008-07-31,157.54,162.2,156.98,158.95,159374600,21.7
2008-08-01,159.9,159.99,155.75,156.66,136159800,21.39
2008-08-04,156.6,157.9,152.91,153.23,148131900,20.92
2008-08-05,155.42,160.8,154.82,160.64,172092900,21.93
2008-08-06,159.97,167.4,158.0,164.19,197852200,22.42
2008-08-07,162.71,166.15,161.5,163.57,168093100,22.33
2008-08-08,163.86,169.65,163.75,169.55,178499300,23.15
2008-08-11,170.07,176.5,169.67,173.56,222826100,23.7
2008-08-12,173.52,179.29,173.51,176.73,209069700,24.13
2008-08-13,177.98,180.0,175.9,179.3,210586600,24.48
2008-08-14,178.33,180.45,177.84,179.32,177825200,24.49
2008-08-15,179.04,179.75,175.05,175.74,177062900,24.0
2008-08-18,175.57,177.81,173.82,175.39,138003600,23.95
2008-08-19,174.54,177.07,171.81,173.53,154051100,23.69
2008-08-20,174.77,176.94,173.61,175.84,126737800,24.01
2008-08-21,174.47,175.45,171.89,174.29,134936200,23.8
2008-08-22,175.82,177.5,175.57,176.79,109902800,24.14
2008-08-25,176.15,176.23,171.66,172.55,121106300,23.56
2008-08-26,172.76,174.88,172.61,173.64,111387500,23.71
2008-08-27,173.31,175.76,172.19,174.67,119445200,23.85
2008-08-28,175.28,176.25,172.75,173.74,107846200,23.72
2008-08-29,172.96,173.5,169.04,169.53,149822400,23.15
2008-09-02,172.4,173.5,165.0,166.19,195190800,22.69
2008-09-03,166.84,168.68,164.0,166.96,183708700,22.8
2008-09-04,165.86,167.91,160.81,161.22,185846500,22.01
2008-09-05,158.59,162.4,157.65,160.18,196721000,21.87
2008-09-08,164.57,164.89,151.46,157.92,261494800,21.56
2008-09-09,156.86,159.96,149.79,151.68,311256400,20.71
2008-09-10,152.32,154.99,148.8,151.61,243285700,20.7
2008-09-11,148.18,152.99,146.0,152.65,242783800,20.84
2008-09-12,150.91,150.91,146.5,148.94,198256800,20.34
2008-09-15,142.03,147.69,140.36,140.36,230158600,19.17
2008-09-16,133.86,142.5,132.15,139.88,299959100,19.1
2008-09-17,138.49,138.51,127.83,127.83,300113800,17.45
2008-09-18,130.57,135.43,120.68,134.09,419063400,18.31
2008-09-19,142.6,144.2,136.31,140.91,357718900,19.24
2008-09-22,139.94,140.25,130.66,131.05,214178300,17.89
2008-09-23,131.85,135.8,126.66,126.84,320091100,17.32
2008-09-24,127.27,130.95,125.15,128.71,261753800,17.57
2008-09-25,129.8,134.79,128.52,131.93,251511400,18.01
2008-09-26,124.91,129.8,123.0,128.24,281612800,17.51
2008-09-29,119.62,119.68,100.59,105.26,655514300,14.37
2008-09-30,108.25,115.0,106.3,113.66,406670600,15.52
2008-10-01,111.92,112.36,107.39,109.12,324121000,14.9
2008-10-02,108.01,108.79,100.0,100.1,402341100,13.67
2008-10-03,104.0,106.5,94.65,97.07,573599600,13.25
2008-10-06,91.96,98.78,87.54,98.14,526854300,13.4
2008-10-07,100.48,101.5,88.95,89.16,469693000,12.17
2008-10-08,85.91,96.33,85.68,89.79,551935300,12.26
2008-10-09,93.35,95.8,86.6,88.74,404345900,12.12
2008-10-10,85.7,100.0,85.0,96.8,554824900,13.22
2008-10-13,104.55,110.53,101.02,110.26,384769000,15.06
2008-10-14,116.26,116.4,103.14,104.08,495248600,14.21
2008-10-15,103.84,107.0,97.89,97.95,396043900,13.37
2008-10-16,99.77,103.43,91.74,101.89,495130300,13.91
2008-10-17,99.6,102.04,85.89,97.4,440556900,13.3
2008-10-20,99.78,100.03,93.64,98.44,387292500,13.44
2008-10-21,96.95,97.9,91.16,91.49,548415000,12.49
2008-10-22,97.37,101.25,92.93,96.87,562202200,13.23
2008-10-23,96.51,99.25,91.9,98.23,418857600,13.41
2008-10-24,90.33,97.9,90.11,96.38,397514600,13.16
2008-10-27,95.07,97.63,91.86,92.09,302192800,12.57
2008-10-28,95.43,100.5,92.37,99.91,408533300,13.64
2008-10-29,100.86,109.54,99.94,104.55,487744600,14.28
2008-10-30,108.23,112.19,107.61,111.04,409522400,15.16
2008-10-31,107.4,110.78,105.14,107.59,414939000,14.69
2008-11-03,105.93,109.1,104.86,106.96,264484500,14.6
2008-11-04,109.99,111.79,106.67,110.99,349670300,15.16
2008-11-05,108.91,109.72,102.99,103.3,314113800,14.11
2008-11-06,101.05,102.78,98.0,99.1,329768600,13.53
2008-11-07,99.24,99.85,95.72,98.24,273813400,13.41
2008-11-10,100.17,100.4,94.5,95.88,280955500,13.09
2008-11-11,94.81,97.17,92.26,94.77,306134500,12.94
2008-11-12,92.43,93.24,90.01,90.12,294744100,12.31
2008-11-13,89.87,96.44,86.02,96.44,463521800,13.17
2008-11-14,93.76,93.99,90.0,90.24,351316700,12.32
2008-11-17,88.48,90.55,87.26,88.14,290631600,12.04
2008-11-18,89.64,90.99,86.86,89.91,302423800,12.28
2008-11-19,89.44,91.58,86.21,86.29,292975200,11.78
2008-11-20,85.24,86.45,80.0,80.49,429203600,10.99
2008-11-21,81.93,84.12,79.14,82.58,392317800,11.28
2008-11-24,85.21,94.79,84.84,92.95,360564400,12.69
2008-11-25,94.63,94.71,88.16,90.8,308823200,12.4
2008-11-26,89.92,95.25,89.85,95.0,224959000,12.97
2008-11-28,94.7,94.76,91.86,92.67,74443600,12.65
2008-12-01,91.3,92.27,88.92,88.93,230941900,12.14
2008-12-02,90.03,92.65,86.5,92.47,287180600,12.63
2008-12-03,89.4,96.23,88.8,95.9,334670000,13.09
2008-12-04,94.43,95.21,89.06,91.41,272842500,12.48
2008-12-05,90.35,94.49,88.86,94.0,260948800,12.84
2008-12-08,97.28,100.8,95.8,99.72,296285500,13.62
2008-12-09,98.04,103.6,97.21,100.06,300874000,13.66
2008-12-10,97.87,99.49,96.5,98.21,234511900,13.41
2008-12-11,97.35,101.24,94.83,95.0,260154300,12.97
2008-12-12,92.8,99.0,92.53,98.27,260293600,13.42
2008-12-15,95.99,96.21,93.0,94.75,222939500,12.94
2008-12-16,93.98,96.48,92.75,95.43,273376600,13.03
2008-12-17,91.03,91.1,88.02,89.16,323465100,12.17
2008-12-18,89.31,90.83,88.44,89.43,214354000,12.21
2008-12-19,89.94,90.94,88.8,90.0,200480000,12.29
2008-12-22,90.02,90.03,84.69,85.74,211185100,11.71
2008-12-23,86.87,87.87,85.9,86.38,158757900,11.79
2008-12-24,86.14,86.25,84.55,85.04,67833500,11.61
2008-12-26,86.64,87.42,85.24,85.81,77081200,11.72
2008-12-29,86.52,87.62,85.07,86.61,171500000,11.83
2008-12-30,87.42,88.05,84.72,86.29,241900400,11.78
2008-12-31,85.97,87.74,85.34,85.35,151885300,11.65
2009-01-02,85.88,91.04,85.16,90.75,186503800,12.39
2009-01-05,93.17,96.18,92.71,94.58,295402100,12.91
2009-01-06,95.95,97.17,92.39,93.02,322327600,12.7
2009-01-07,91.81,92.5,90.26,91.01,188262200,12.43
2009-01-08,90.43,93.15,90.04,92.7,168375200,12.66
2009-01-09,93.21,93.38,90.14,90.58,136711400,12.37
2009-01-12,90.46,90.99,87.55,88.66,154429100,12.11
2009-01-13,88.24,89.74,86.35,87.71,199599400,11.98
2009-01-14,86.24,87.25,84.72,85.33,255416000,11.65
2009-01-15,80.57,84.12,80.05,83.38,457908500,11.39
2009-01-16,84.3,84.38,80.4,82.33,261906400,11.24
2009-01-20,81.93,82.0,78.2,78.2,229978700,10.68
2009-01-21,79.39,82.88,79.31,82.83,272317500,11.31
2009-01-22,88.04,90.0,85.82,88.36,352382100,12.07
2009-01-23,86.82,89.87,86.5,88.36,190942500,12.07
2009-01-26,88.86,90.97,88.3,89.64,173059600,12.24
2009-01-27,90.19,91.55,89.74,90.73,154509600,12.39
2009-01-28,92.12,95.0,91.5,94.2,215351500,12.86
2009-01-29,93.09,94.34,92.6,93.0,148182300,12.7
2009-01-30,92.6,93.62,90.01,90.13,162869700,12.31
2009-02-02,89.1,92.0,88.9,91.51,139561800,12.5
2009-02-03,91.92,93.38,90.28,92.98,149827300,12.7
2009-02-04,93.22,96.25,93.1,93.55,202105400,12.77
2009-02-05,92.77,97.25,92.62,96.46,187311600,13.17
2009-02-06,97.02,100.0,97.0,99.72,171802400,13.62
2009-02-09,100.0,103.0,99.5,102.51,178752700,14.0
2009-02-10,101.33,102.51,97.06,97.83,212265200,13.36
2009-02-11,96.37,98.31,95.77,96.82,168743400,13.22
2009-02-12,95.83,99.75,95.83,99.27,204297100,13.55
2009-02-13,98.99,99.94,98.12,99.16,152244400,13.54
2009-02-17,96.87,97.04,94.28,94.53,169559600,12.91
2009-02-18,95.05,95.85,92.72,94.37,171194800,12.89
2009-02-19,93.37,94.25,90.11,90.64,230701100,12.38
2009-02-20,89.4,92.4,89.0,91.2,187579000,12.45
2009-02-23,91.65,92.0,86.51,86.95,196745500,11.87
2009-02-24,87.45,90.89,87.0,90.25,201776400,12.32
2009-02-25,89.86,92.92,89.25,91.16,208263300,12.45
2009-02-26,92.0,92.92,88.96,89.19,157467100,12.18
2009-02-27,87.93,91.3,87.67,89.31,176664600,12.19
2009-03-02,88.12,91.2,87.67,87.94,192732400,12.01
2009-03-03,88.93,90.74,87.88,88.37,181085100,12.07
2009-03-04,90.18,92.77,89.45,91.17,185350900,12.45
2009-03-05,90.46,91.87,88.45,88.84,176724800,12.13
2009-03-06,88.34,88.4,82.33,85.3,252786800,11.65
2009-03-09,84.18,87.6,82.57,83.11,174574400,11.35
2009-03-10,84.87,89.17,84.36,88.63,211064700,12.1
2009-03-11,89.81,94.07,89.58,92.68,211593200,12.66
2009-03-12,92.9,96.58,92.0,96.35,192114300,13.16
2009-03-13,96.3,97.2,95.01,95.93,150292100,13.1
2009-03-16,96.53,97.39,94.18,95.42,199311000,13.03
2009-03-17,95.24,99.69,95.07,99.66,196661500,13.61
2009-03-18,99.91,103.48,99.72,101.52,199009300,13.86
2009-03-19,101.85,103.2,100.25,101.62,125045200,13.88
2009-03-20,102.09,103.11,100.57,101.59,173896800,13.87
2009-03-23,102.71,108.16,101.75,107.66,166599300,14.7
2009-03-24,106.36,109.44,105.39,106.5,160153000,14.54
2009-03-25,107.58,108.36,103.86,106.49,161654500,14.54
2009-03-26,107.83,109.98,107.58,109.87,154063000,15.0
2009-03-27,108.23,108.53,106.4,106.85,123218200,14.59
2009-03-30,104.51,105.01,102.61,104.49,125699000,14.27
2009-03-31,105.45,107.45,105.0,105.12,142520000,14.35
2009-04-01,104.09,109.0,103.89,108.69,147343000,14.84
2009-04-02,110.14,114.75,109.78,112.71,203091700,15.39
2009-04-03,114.19,116.13,113.52,115.99,159060300,15.84
2009-04-06,114.94,118.75,113.28,118.45,164516100,16.17
2009-04-07,116.53,116.67,114.19,115.0,134145200,15.7
2009-04-08,115.43,116.79,114.58,116.32,113907500,15.88
2009-04-09,118.42,120.0,117.96,119.57,132689200,16.33
2009-04-13,120.01,120.98,119.0,120.22,97309100,16.42
2009-04-14,119.57,120.17,117.25,118.31,113655500,16.15
2009-04-15,117.2,118.25,115.76,117.64,103220600,16.06
2009-04-16,119.19,123.15,118.79,121.45,148361500,16.58
2009-04-17,121.18,124.25,120.25,123.42,124373900,16.85
2009-04-20,121.73,122.99,119.16,120.5,116616500,16.45
2009-04-21,118.89,122.14,118.6,121.76,117671400,16.63
2009-04-22,122.63,125.35,121.2,121.51,234691800,16.59
2009-04-23,126.62,127.2,123.51,125.4,236289200,17.12
2009-04-24,124.64,125.14,122.97,123.9,135191000,16.92
2009-04-27,122.9,125.0,122.66,124.73,120172500,17.03
2009-04-28,123.35,126.21,123.26,123.9,113964200,16.92
2009-04-29,124.85,126.85,123.83,125.14,114527700,17.09
2009-04-30,126.22,127.0,124.92,125.83,124622400,17.18
2009-05-01,125.8,127.95,125.8,127.24,99379000,17.37
2009-05-04,128.24,132.25,127.68,132.07,152339600,18.03
2009-05-05,131.75,132.86,131.12,132.71,99563800,18.12
2009-05-06,133.33,133.5,130.22,132.5,118384700,18.09
2009-05-07,132.33,132.39,127.9,129.06,132944000,17.62
2009-05-08,129.04,131.23,126.26,129.19,116991000,17.64
2009-05-11,127.37,130.96,127.12,129.57,101164700,17.69
2009-05-12,129.56,129.71,123.25,124.42,152370400,16.99
2009-05-13,123.21,124.02,119.38,119.49,148992900,16.32
2009-05-14,119.78,123.53,119.7,122.95,111956600,16.79
2009-05-15,122.32,124.62,121.61,122.42,91891800,16.72
2009-05-18,123.73,126.7,121.57,126.65,114710400,17.29
2009-05-19,126.82,129.31,125.74,127.45,93105600,17.4
2009-05-20,127.63,129.21,125.3,125.87,97146000,17.19
2009-05-21,125.15,126.78,122.89,124.18,101986500,16.96
2009-05-22,124.05,124.18,121.75,122.5,74499600,16.73
2009-05-26,124.76,130.83,124.55,130.78,159231800,17.86
2009-05-27,131.78,134.98,130.91,133.05,161605500,18.17
2009-05-28,133.45,135.39,132.03,135.07,121888200,18.44
2009-05-29,135.39,135.9,133.85,135.81,114133600,18.54
2009-06-01,136.47,139.99,136.0,139.35,113124900,19.03
2009-06-02,138.99,141.34,138.35,139.49,114055900,19.05
2009-06-03,140.0,141.11,139.07,140.95,141299900,19.25
2009-06-04,140.13,144.18,140.04,143.74,137658500,19.63
2009-06-05,145.31,146.4,143.21,144.67,158179000,19.75
2009-06-08,143.82,144.23,139.43,143.85,232913100,19.64
2009-06-09,143.81,144.56,140.55,142.72,169241100,19.49
2009-06-10,142.28,142.35,138.3,140.25,172155900,19.15
2009-06-11,139.55,141.56,138.55,139.95,131205900,19.11
2009-06-12,138.81,139.1,136.04,136.97,140771400,18.7
2009-06-15,136.01,136.93,134.89,136.09,134937600,18.58
2009-06-16,136.66,138.47,136.1,136.35,128701300,18.62
2009-06-17,136.67,137.45,134.53,135.58,142853200,18.51
2009-06-18,136.11,138.0,135.59,135.88,106920100,18.55
2009-06-19,138.07,139.5,136.9,139.48,180464200,19.05
2009-06-22,140.67,141.56,136.33,137.37,158728500,18.76
2009-06-23,136.4,136.95,132.88,134.01,176633100,18.3
2009-06-24,135.42,137.5,134.86,136.22,121381400,18.6
2009-06-25,135.75,140.2,135.21,139.86,147361900,19.1
2009-06-26,139.79,143.56,139.74,142.44,109846100,19.45
2009-06-29,143.46,143.95,141.54,141.97,141904000,19.39
2009-06-30,142.58,143.8,141.8,142.43,108556000,19.45
2009-07-01,143.5,144.66,142.52,142.83,103544700,19.5
2009-07-02,141.25,142.83,139.79,140.02,92619800,19.12
2009-07-06,138.7,138.99,136.25,138.61,124672100,18.93
2009-07-07,138.48,139.68,135.18,135.4,115399200,18.49
2009-07-08,135.92,138.04,134.42,137.22,143982300,18.74
2009-07-09,137.76,137.99,135.93,136.36,85756300,18.62
2009-07-10,136.34,138.97,136.32,138.52,111318900,18.91
2009-07-13,139.54,142.34,137.53,142.34,120875300,19.44
2009-07-14,142.03,143.18,141.16,142.27,86811900,19.43
2009-07-15,145.04,147.0,144.32,146.88,121396800,20.06
2009-07-16,145.76,148.02,145.57,147.52,98392700,20.14
2009-07-17,149.08,152.02,148.63,151.75,150538500,20.72
2009-07-20,153.27,155.04,150.89,152.91,183881600,20.88
2009-07-21,153.29,153.43,149.75,151.51,218695400,20.69
2009-07-22,157.79,158.73,156.11,156.74,218526000,21.4
2009-07-23,156.63,158.44,155.56,157.82,131740700,21.55
2009-07-24,156.95,160.0,156.5,159.99,109590600,21.85
2009-07-27,160.17,160.88,157.26,160.1,108327800,21.86
2009-07-28,158.88,160.1,157.6,160.0,90888700,21.85
2009-07-29,158.9,160.45,158.25,160.03,95539500,21.85
2009-07-30,161.7,164.72,161.5,162.79,117401200,22.23
2009-07-31,162.99,165.0,162.91,163.39,105634200,22.31
2009-08-03,165.21,166.64,164.87,166.43,98560000,22.73
2009-08-04,164.93,165.57,164.21,165.55,98952700,22.61
2009-08-05,165.75,167.39,164.21,165.11,105795900,22.54
2009-08-06,165.58,166.51,163.09,163.91,85404200,22.38
2009-08-07,165.49,166.6,164.8,165.51,96838700,22.6
2009-08-10,165.66,166.6,163.66,164.72,75073600,22.49
2009-08-11,163.69,164.38,161.88,162.83,88835600,22.23
2009-08-12,162.55,166.71,162.46,165.31,111267800,22.57
2009-08-13,166.65,168.67,166.5,168.42,109995200,23.0
2009-08-14,167.94,168.23,165.53,166.78,76454000,22.77
2009-08-17,163.55,163.59,159.42,159.59,131095300,21.79
2009-08-18,161.63,164.24,161.41,164.0,107788100,22.39
2009-08-19,162.75,165.3,162.45,164.6,103317900,22.48
2009-08-20,164.98,166.72,164.61,166.33,85507800,22.71
2009-08-21,167.65,169.37,166.8,169.22,104018600,23.11
2009-08-24,170.12,170.71,168.27,169.06,101732400,23.08
2009-08-25,169.46,170.94,169.13,169.4,81088700,23.13
2009-08-26,168.92,169.55,166.76,167.41,75999700,22.86
2009-08-27,168.75,169.57,164.83,169.45,112295400,23.14
2009-08-28,172.27,172.49,168.53,170.05,113425200,23.22
2009-08-31,168.16,168.85,166.5,168.21,77834400,22.97
2009-09-01,167.99,170.0,164.94,165.3,117257000,22.57
2009-09-02,164.62,167.61,164.11,165.18,91062300,22.55
2009-09-03,166.44,167.1,165.0,166.55,73488800,22.74
2009-09-04,167.28,170.7,167.09,170.31,93657200,23.26
2009-09-08,172.98,173.14,172.0,172.93,78761900,23.61
2009-09-09,172.78,174.47,169.7,171.14,202771800,23.37
2009-09-10,172.06,173.25,170.81,172.56,122783500,23.56
2009-09-11,172.91,173.18,170.87,172.16,87240300,23.51
2009-09-14,170.83,173.9,170.25,173.72,80502800,23.72
2009-09-15,174.04,175.65,173.59,175.16,106617700,23.92
2009-09-16,177.99,182.75,177.88,181.87,188505800,24.83
2009-09-17,181.98,186.79,181.97,184.55,202643000,25.2
2009-09-18,185.83,186.55,184.76,185.02,150395700,25.26
2009-09-21,184.29,185.16,181.62,184.02,109428900,25.13
2009-09-22,185.19,185.38,182.85,184.48,89188400,25.19
2009-09-23,185.4,188.9,185.03,185.5,148390900,25.33
2009-09-24,187.2,187.7,182.77,183.82,137720100,25.1
2009-09-25,182.01,185.5,181.44,182.37,111309800,24.9
2009-09-28,183.87,186.68,183.33,186.15,84361200,25.42
2009-09-29,186.73,187.4,184.31,185.38,86346400,25.31
2009-09-30,186.13,186.45,182.61,185.35,134896300,25.31
2009-10-01,185.35,186.22,180.7,180.86,131177900,24.7
2009-10-02,181.41,185.94,181.35,184.9,138327000,25.25
2009-10-05,186.2,186.86,184.27,186.02,105783300,25.4
2009-10-06,187.74,190.01,187.3,190.01,151271400,25.94
2009-10-07,189.76,190.55,189.03,190.25,116417000,25.98
2009-10-08,190.66,191.45,188.89,189.27,109552800,25.84
2009-10-09,188.97,190.7,188.62,190.47,73318000,26.01
2009-10-12,191.02,191.51,189.64,190.81,72006200,26.05
2009-10-13,190.63,191.17,189.7,190.02,87005100,25.95
2009-10-14,192.25,192.32,190.23,191.29,93877700,26.12
2009-10-15,189.63,190.92,189.53,190.56,93389100,26.02
2009-10-16,189.35,190.36,187.84,188.05,107856700,25.68
2009-10-19,187.85,190.0,185.55,189.86,235557700,25.92
2009-10-20,200.6,201.75,197.85,198.76,285259800,27.14
2009-10-21,199.52,208.71,199.23,204.92,298431700,27.98
2009-10-22,204.7,207.85,202.51,205.2,197848000,28.02
2009-10-23,205.7,205.8,203.23,203.94,105196700,27.85
2009-10-26,203.67,206.75,200.1,202.48,121084600,27.65
2009-10-27,201.66,202.81,196.45,197.37,189137900,26.95
2009-10-28,197.71,198.02,191.1,192.4,204596700,26.27
2009-10-29,195.0,196.81,192.14,196.35,142567600,26.81
2009-10-30,196.06,196.8,188.17,188.5,179381300,25.74
2009-11-02,189.8,192.88,185.57,189.31,169745800,25.85
2009-11-03,187.85,189.52,185.92,188.75,130635400,25.77
2009-11-04,190.73,193.85,190.23,190.81,121882600,26.05
2009-11-05,192.4,195.0,191.82,194.03,96200300,26.49
2009-11-06,192.51,195.19,192.4,194.34,73774400,26.54
2009-11-09,196.94,201.9,196.26,201.46,132213900,27.51
2009-11-10,201.02,204.98,201.01,202.98,100298800,27.72
2009-11-11,204.56,205.0,201.83,203.25,110967500,27.75
2009-11-12,203.14,204.87,201.43,201.99,90932800,27.58
2009-11-13,202.87,204.83,202.07,204.45,85810200,27.92
2009-11-16,205.48,208.0,205.01,206.63,121301600,28.21
2009-11-17,206.08,207.44,205.0,207.0,99128400,28.26
2009-11-18,206.54,207.0,204.0,205.96,93580200,28.12
2009-11-19,204.61,204.61,199.8,200.51,135581600,27.38
2009-11-20,199.15,200.39,197.76,199.92,101666600,27.3
2009-11-23,203.0,206.0,202.95,205.88,118724200,28.11
2009-11-24,205.33,205.88,202.9,204.44,79609600,27.92
2009-11-25,205.4,205.65,203.76,204.19,71613500,27.88
2009-11-27,199.22,202.96,198.37,200.59,73814300,27.39
2009-11-30,201.11,201.68,198.77,199.91,106214500,27.3
2009-12-01,202.24,202.77,196.83,196.97,116440800,26.9
2009-12-02,198.96,201.42,195.75,196.23,178815000,26.79
2009-12-03,197.42,198.98,196.27,196.48,112179900,26.83
2009-12-04,199.7,199.88,190.28,193.32,206721200,26.4
2009-12-07,193.32,193.77,188.68,188.95,178689700,25.8
2009-12-08,189.36,192.35,188.7,189.87,172599700,25.93
2009-12-09,191.28,198.16,190.31,197.8,171195500,27.01
2009-12-10,199.5,199.7,196.12,196.43,122417400,26.82
2009-12-11,197.78,198.0,193.43,194.67,107443700,26.58
2009-12-14,195.37,197.43,192.56,196.98,123947600,26.9
2009-12-15,195.83,197.51,193.27,194.17,104864900,26.51
2009-12-16,195.1,196.5,194.55,195.03,88246200,26.63
2009-12-17,194.26,195.0,191.0,191.86,97209700,26.2
2009-12-18,193.17,195.5,192.6,195.43,152192600,26.69
2009-12-21,196.05,199.75,195.67,198.23,152976600,27.07
2009-12-22,199.44,200.85,198.66,200.36,87378900,27.36
2009-12-23,201.2,202.38,200.81,202.1,86381400,27.6
2009-12-24,203.55,209.35,203.35,209.04,125222300,28.54
2009-12-28,211.72,213.95,209.61,211.61,161141400,28.89
2009-12-29,212.63,212.72,208.73,209.1,111301400,28.55
2009-12-30,208.83,212.0,208.31,211.64,103021100,28.9
2009-12-31,213.13,213.35,210.56,210.73,88102700,28.77
2010-01-04,213.43,214.5,212.38,214.01,123432400,29.22
2010-01-05,214.6,215.59,213.25,214.38,150476200,29.27
2010-01-06,214.38,215.23,210.75,210.97,138040000,28.81
2010-01-07,211.75,212.0,209.05,210.58,119282800,28.75
2010-01-08,210.3,212.0,209.06,211.98,111902700,28.94
2010-01-11,212.8,213.0,208.45,210.11,115557400,28.69
2010-01-12,209.19,209.77,206.42,207.72,148614900,28.36
2010-01-13,207.87,210.93,204.1,210.65,151473000,28.76
2010-01-14,210.11,210.46,209.02,209.43,108223500,28.6
2010-01-15,210.93,211.6,205.87,205.93,148516900,28.12
2010-01-19,208.33,215.19,207.24,215.04,182501900,29.36
2010-01-20,214.91,215.55,209.5,211.73,153038200,28.91
2010-01-21,212.08,213.31,207.21,208.07,152038600,28.41
2010-01-22,206.78,207.5,197.16,197.75,220441900,27.0
2010-01-25,202.51,204.7,200.19,203.07,266424900,27.73
2010-01-26,205.95,213.71,202.58,205.94,466777500,28.12
2010-01-27,206.85,210.58,199.53,207.88,430642100,28.39
2010-01-28,204.93,205.5,198.7,199.29,293375600,27.21
2010-01-29,201.08,202.2,190.25,192.06,311488100,26.22
2010-02-01,192.37,196.0,191.3,194.73,187469100,26.59
2010-02-02,195.91,196.32,193.38,195.86,174585600,26.74
2010-02-03,195.17,200.2,194.42,199.23,153832000,27.2
2010-02-04,196.73,198.37,191.57,192.05,189413000,26.22
2010-02-05,192.63,196.0,190.85,195.46,212576700,26.69
2010-02-08,195.69,197.88,194.0,194.12,119567700,26.51
2010-02-09,196.42,197.5,194.75,196.19,158221700,26.79
2010-02-10,195.89,196.6,194.26,195.12,92590400,26.64
2010-02-11,194.88,199.75,194.06,198.67,137586400,27.13
2010-02-12,198.11,201.64,195.5,200.38,163867200,27.36
2010-02-16,201.94,203.69,201.52,203.4,135934400,27.77
2010-02-17,204.19,204.31,200.86,202.55,109099200,27.66
2010-02-18,201.63,203.89,200.92,202.93,105706300,27.71
2010-02-19,201.86,203.2,201.11,201.67,103867400,27.54
2010-02-22,202.34,202.5,199.19,200.42,97640900,27.37
2010-02-23,200.0,201.33,195.71,197.06,143773700,26.91
2010-02-24,198.23,201.44,197.84,200.66,115141600,27.4
2010-02-25,197.38,202.86,196.89,202.0,166281500,27.58
2010-02-26,202.38,205.17,202.0,204.62,126865200,27.94
2010-03-01,205.75,209.5,205.45,208.99,137523400,28.54
2010-03-02,209.93,210.83,207.74,208.85,141636600,28.52
2010-03-03,208.94,209.87,207.94,209.33,93013200,28.58
2010-03-04,209.28,210.92,208.63,210.71,91510300,28.77
2010-03-05,214.94,219.7,214.63,218.95,224905100,29.9
2010-03-08,220.01,220.09,218.25,219.08,107472400,29.91
2010-03-09,218.31,225.0,217.89,223.02,230064800,30.45
2010-03-10,223.83,225.48,223.2,224.84,149054500,30.7
2010-03-11,223.91,225.5,223.32,225.5,101425100,30.79
2010-03-12,227.37,227.73,225.75,226.6,104080900,30.94
2010-03-15,225.38,225.5,220.25,223.84,123375700,30.56
2010-03-16,224.18,224.98,222.51,224.45,111727000,30.65
2010-03-17,224.9,226.45,223.27,224.12,112739200,30.6
2010-03-18,224.1,225.0,222.61,224.65,85527400,30.67
2010-03-19,224.79,225.24,221.23,222.25,139861400,30.35
2010-03-22,220.47,226.0,220.15,224.75,114104900,30.69
2010-03-23,225.64,228.78,224.1,228.36,150607800,31.18
2010-03-24,227.64,230.2,227.51,229.37,149445100,31.32
2010-03-25,230.92,230.97,226.25,226.65,135571100,30.95
2010-03-26,228.95,231.95,228.55,230.9,160218800,31.53
2010-03-29,233.0,233.87,231.62,232.39,135186100,31.73
2010-03-30,236.6,237.48,234.25,235.85,131827500,32.2
2010-03-31,235.49,236.61,234.46,235.0,107664900,32.09
2010-04-01,237.41,238.73,232.75,235.97,150786300,32.22
2010-04-05,234.98,238.51,234.77,238.49,171126900,32.56
2010-04-06,238.2,240.24,237.0,239.54,111754300,32.71
2010-04-07,239.55,241.92,238.66,240.6,157125500,32.85
2010-04-08,240.44,241.54,238.04,239.95,143247300,32.76
2010-04-09,241.43,241.89,240.46,241.79,83545700,33.02
2010-04-12,242.2,243.07,241.81,242.29,83256600,33.08
2010-04-13,241.86,242.8,241.11,242.43,76552700,33.1
2010-04-14,245.28,245.81,244.07,245.69,101019100,33.55
2010-04-15,245.78,249.03,245.51,248.92,94196200,33.99
2010-04-16,248.57,251.14,244.55,247.4,187636400,33.78
2010-04-19,247.03,247.89,241.77,247.07,141731100,33.74
2010-04-20,248.54,249.25,242.96,244.59,184581600,33.4
2010-04-21,258.8,260.25,255.73,259.22,245597800,35.4
2010-04-22,258.24,266.75,256.2,266.47,198356200,36.39
2010-04-23,267.99,272.18,267.0,270.83,199238900,36.98
2010-04-26,271.88,272.46,268.19,269.5,119767200,36.8
2010-04-27,267.27,267.84,260.52,262.04,177335900,35.78
2010-04-28,263.25,264.0,256.41,261.6,189600600,35.72
2010-04-29,263.02,270.0,262.01,268.64,139710200,36.68
